DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2006-0688-TWN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000f114,,TWN,Taiwan (Province of China),Eastern Asia,Asia,"Pingtung city (Name Unknown district, Taiwan Sheng province)",,,No,No,No,,7.1,Moment Magnitude,21.799,120.547,,2006,12,26,2006,12,26,2,42,,,42,,,,,,,66.16033056,"[{""adm2_code"":13277,""adm2_name"":""Name Unknown""}]",2014-02-19,2023-09-25
2006-0694-KGZ,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000f0zk,,KGZ,Kyrgyzstan,Central Asia,Asia,"Isakeevo, Kochkorka, Semiz-Bel areas (Kochkor district, Naryn province)",,,No,No,No,312,5.8,Moment Magnitude,42.156,76.163,,2006,12,26,2006,12,26,,,12000,50,12050,,,,,,,66.16033056,"[{""adm2_code"":18614,""adm2_name"":""Kochkor""}]",2007-02-19,2023-09-25
2006-0699-SLV,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000f0mk,,SLV,El Salvador,Latin America and the Caribbean,Americas,"San Lorenzo, Atiquizaya, Ahuachapan, Turin, El Refugio districts (Ahuachapan province)",,,No,No,Yes,,4.1,Moment Magnitude,14.028,-89.785,,2006,12,17,2006,12,17,,,16470,,16470,,,,,,,66.16033056,"[{""adm2_code"":15566,""adm2_name"":""Ahuachapan""},{""adm2_code"":15568,""adm2_name"":""Atiquizaya""},{""adm2_code"":15570,""adm2_name"":""El Refugio""},{""adm2_code"":15574,""adm2_name"":""San Lorenzo""},{""adm2_code"":15577,""adm2_name"":""Turin""}]",2011-04-07,2023-09-25
2006-0704-USA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000ev94,,USA,United States of America,Northern America,Americas,Hawai province,,"Slide (land, mud, snow, rock)|Tsunami/Tidal wave",No,No,No,,6.7,Moment Magnitude,19.878,-155.935,,2006,10,15,2006,10,15,,10,3519,,3529,,,40000,60459,150000,226722,66.16033056,"[{""adm1_code"":3225,""adm1_name"":""Hawaii""}]",2007-01-03,2023-09-25
2006-0705-IDN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000ez9y,,IDN,Indonesia,South-eastern Asia,Asia,Bima district (Nusatenggara Barat province),,,No,No,No,,6.3,Moment Magnitude,-8.261,118.753,,2006,12,1,2006,12,1,1,14,,100,114,,,,,,,66.16033056,"[{""adm2_code"":73656,""adm2_name"":""Bima""}]",2007-01-03,2023-09-25
2007-0087-IDN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2007-000033|USGS:usp000f660,,IDN,Indonesia,South-eastern Asia,Asia,"Tanahdatar, Solok, Kota Solok, Padangpariaman, Kota Padangpanjang, Kota Payakumbuh, Kota Bukitinggi, Agam, Limapuluhkoto, Kota Pariaman districts (Sumatera Barat province)",,,Yes,No,No,1877,6.3,Moment Magnitude,-0.488,100.53,,2007,3,6,2007,3,6,67,826,136834,,137660,,,5000,7348,200000,293912,68.04767383,"[{""adm2_code"":18202,""adm2_name"":""Agam""},{""adm2_code"":18205,""adm2_name"":""Kota Padangpanjang""},{""adm2_code"":18207,""adm2_name"":""Kota Solok""},{""adm2_code"":18208,""adm2_name"":""Limapuluhkoto""},{""adm2_code"":18215,""adm2_name"":""Tanahdatar""},{""adm2_code"":73716,""adm2_name"":""Kota Bukitinggi""},{""adm2_code"":73743,""adm2_name"":""Kota Pariaman""},{""adm2_code"":73746,""adm2_name"":""Kota Payakumbuh""},{""adm2_code"":73819,""adm2_name"":""Padangpariaman""},{""adm2_code"":73853,""adm2_name"":""Solok""}]",2008-08-04,2023-09-25
2007-0101-JPN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2007-000039|USGS:usp000f7b5,,JPN,Japan,Eastern Asia,Asia,"Nanao, Wajima districts (Isikawa province), Niigata, Toyama provinces",,"Slide (land, mud, snow, rock)|Tsunami/Tidal wave",No,No,No,,6.7,Moment Magnitude,37.336,136.588,,2007,3,25,2007,3,25,1,359,,40668,41027,,,22000,32330,250000,367389,68.04767383,"[{""adm1_code"":1678,""adm1_name"":""Niigata""},{""adm1_code"":1692,""adm1_name"":""Toyama""},{""adm2_code"":34580,""adm2_name"":""Nanaosi""},{""adm2_code"":34605,""adm2_name"":""Wazimasi""}]",2008-08-04,2023-09-25
2007-0127-SLB,No,nat-geo-ear-tsu,Natural,Geophysical,Earthquake,Tsunami,USGS:usp000f83m,,SLB,Solomon Islands,Melanesia,Oceania,Administrative unit not available,Earthquake,"Slide (land, mud, snow, rock)|Tsunami/Tidal wave",Yes,No,No,5113,8.1,Moment Magnitude,-8.466,157.043,,2007,4,1,2007,4,1,52,9,2375,,2384,,,,,,,68.04767383,"[{""adm2_code"":25652,""adm2_name"":""Administrative unit not available""}]",2011-07-28,2023-09-25
2007-0158-CHL,No,nat-geo-ear-tsu,Natural,Geophysical,Earthquake,Tsunami,USGS:usp000fa97,,CHL,Chile,Latin America and the Caribbean,Americas,"Puerto Aisen, Puerto Chacabuco towns (Aisen district, Aisen del General Carlos Ibañez del Campo province), Balmacada town (Coyhaique district, Aisen province), Cochrane town (Capitan Prat district, Aisen province)",Sub-marine volcano,Tsunami/Tidal wave,No,No,No,,6.2,Moment Magnitude,-45.243,-72.648,,2007,4,21,2007,4,21,10,,,,,,,,,,,68.04767383,"[{""adm2_code"":12940,""adm2_name"":""Aisen""},{""adm2_code"":12941,""adm2_name"":""Capitan Prat""},{""adm2_code"":12942,""adm2_name"":""Coyhaique""}]",2007-08-19,2023-09-25
2007-0217-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2007-000074|USGS:usp000fd8a,,CHN,China,Eastern Asia,Asia,Pu'er district (Yunnan Sheng province),,,No,No,No,,6.1,Moment Magnitude,23.028,101.052,,2007,6,2,2007,6,2,3,329,,,329,,,10000,14696,342000,502589,68.04767383,"[{""adm2_code"":13310,""adm2_name"":""Pu'er""}]",2008-08-04,2023-09-25
2007-0258-JPN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2007-000102|USGS:usp000fg9t,,JPN,Japan,Eastern Asia,Asia,"Aikawamati, Akadomarimura, Hatanomati, Izumozakimati, Kanaimati, Kariwamura, Kasiwazakisi, Manomati, Nagaokasi, Niigatasi, Odiyasi, Ogimati, Sanzyoosi, Sawatamati, Yosidamati, Zyooetusi districts (Niigata province), Nagano, Toyama provinces",,Fire|Tsunami/Tidal wave,Yes,No,No,,6.6,Moment Magnitude,37.535,138.446,,2007,7,16,2007,7,16,9,1000,13000,,14000,,,335000,492302,12500000,18369474,68.04767383,"[{""adm1_code"":1675,""adm1_name"":""Nagano""},{""adm1_code"":1692,""adm1_name"":""Toyama""},{""adm2_code"":35494,""adm2_name"":""Aikawamati""},{""adm2_code"":35495,""adm2_name"":""Akadomarimura""},{""adm2_code"":35503,""adm2_name"":""Hatanomati""},{""adm2_code"":35510,""adm2_name"":""Izumozakimati""},{""adm2_code"":35516,""adm2_name"":""Kanaimati""},{""adm2_code"":35518,""adm2_name"":""Kariwamura""},{""adm2_code"":35519,""adm2_name"":""Kasiwazakisi""},{""adm2_code"":35534,""adm2_name"":""Manomati""},{""adm2_code"":35546,""adm2_name"":""Nagaokasi""},{""adm2_code"":35553,""adm2_name"":""Niigatasi""},{""adm2_code"":35558,""adm2_name"":""Odiyasi""},{""adm2_code"":35559,""adm2_name"":""Ogimati""},{""adm2_code"":35568,""adm2_name"":""Sanzyoosi""},{""adm2_code"":35570,""adm2_name"":""Sawatamati""},{""adm2_code"":35600,""adm2_name"":""Yosidamati""},{""adm2_code"":35604,""adm2_name"":""Zyooetusi""}]",2014-02-24,2023-09-25
2007-0287-TJK,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2007-000108|USGS:usp000fgtx,,TJK,Tajikistan,Central Asia,Asia,"Oshoba, Oilmo areas (Ashtskiy district, Sogd province)",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,5.2,Moment Magnitude,38.936,70.485,,2007,7,21,2007,7,21,11,3,7000,,7003,,,,,,,68.04767383,"[{""adm2_code"":37604,""adm2_name"":""Ashtskiy""}]",2010-02-02,2023-09-25
2007-0334-RUS,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2007-000119|USGS:usp000fhn0,,RUS,Russian Federation,Eastern Europe,Europe,"Yuzhno-Sakhalinsk, Nevelsk towns (Sakhalinskaya Oblast Province)",,"Slide (land, mud, snow, rock)|Tsunami/Tidal wave",No,No,No,,6.2,Moment Magnitude,47.116,141.798,,2007,8,2,2007,8,2,2,12,25000,,25012,,,,,420000,617214,68.04767383,"[{""adm1_code"":2552,""adm1_name"":""Sakhalinskaya Oblast""}]",2008-08-04,2024-08-29
2007-0362-PER,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2007-000133|USGS:usp000fjta,,PER,Peru,Latin America and the Caribbean,Americas,"Pisco, Ica, Chincha districts (Ica province), Canete, Lima districts (Lima province) ; Paracas city (Pisco district, Ica province), San Vicente de Canete city (Canete district, Lima province)",,"Slide (land, mud, snow, rock)|Tsunami/Tidal wave",Yes,Yes,Yes,52191,8,Moment Magnitude,-13.386,-76.603,,2007,8,15,2007,8,15,593,1366,656965,,658331,,,200000,293912,600000,881735,68.04767383,"[{""adm2_code"":24103,""adm2_name"":""Chincha""},{""adm2_code"":24104,""adm2_name"":""Ica""},{""adm2_code"":24107,""adm2_name"":""Pisco""},{""adm2_code"":24134,""adm2_name"":""Cañete""},{""adm2_code"":91841,""adm2_name"":""Lima""}]",2014-02-27,2023-09-25
2007-0433-COL,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000fmtk,,COL,Colombia,Latin America and the Caribbean,Americas,"El Charco, El Charco (is.), Mosquera, La Tola districts (Narino department)",,,No,No,No,,6.8,Moment Magnitude,2.966,-77.963,,2007,9,10,2007,9,10,,5,170,,175,,,,,,,68.04767383,"[{""adm2_code"":14075,""adm2_name"":""El Charco""},{""adm2_code"":14076,""adm2_name"":""El Charco (is.)""},{""adm2_code"":14091,""adm2_name"":""La Tola""},{""adm2_code"":14098,""adm2_name"":""Mosquera""}]",2014-04-02,2023-09-25
2007-0440-IDN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2007-000157,,IDN,Indonesia,South-eastern Asia,Asia,"Bengkulu, Jambi, Riau, Sumatera Barat provinces",,Tsunami/Tidal wave,Yes,No,No,687,8.4,Moment Magnitude,-4.438,101.367,,2007,9,12,2007,9,12,25,82,422685,36800,459567,,,,,500000,734779,68.04767383,"[{""adm1_code"":1514,""adm1_name"":""Bengkulu""},{""adm1_code"":1518,""adm1_name"":""Jambi""},{""adm1_code"":1535,""adm1_name"":""Sumatera Barat""},{""adm1_code"":73618,""adm1_name"":""Riau""}]",2014-02-25,2023-09-25
2007-0461-HND,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2007-000166|USGS:usp000fnc9,,HND,Honduras,Latin America and the Caribbean,Americas,"El Progreso district (Yoro province), Santa Barbara, Las Vegas districts (Santa Barbara province)",,,No,No,No,,5.3,Moment Magnitude,14.828,-87.12,,2007,9,15,2007,9,15,,18,,1865,1883,,,,,,,68.04767383,"[{""adm2_code"":17463,""adm2_name"":""Las Vegas""},{""adm2_code"":17477,""adm2_name"":""Santa Barbara""},{""adm2_code"":17491,""adm2_name"":""El Progreso""}]",2014-02-19,2023-09-25
2007-0485-IDN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000fmst,,IDN,Indonesia,South-eastern Asia,Asia,Situbondo district (Java Timur province),,,No,No,No,,4.9,Moment Magnitude,-7.783,114.338,,2007,9,9,2007,9,9,,19,450,,469,,,,,,,68.04767383,"[{""adm2_code"":18096,""adm2_name"":""Situbondo""}]",2008-03-30,2023-09-25
2007-0565-IDN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2007-000218|USGS:usp000ft98,,IDN,Indonesia,South-eastern Asia,Asia,Sumbawa district (Nusatengarra Barat province),,,No,No,No,,6.5,Moment Magnitude,-8.292,118.37,,2007,11,25,2007,11,25,3,1800,20000,,21800,,,,,,,68.04767383,"[{""adm2_code"":73858,""adm2_name"":""Sumbawa""}]",2008-08-01,2023-09-25
2007-0572-BRB,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2007-000218|USGS:usp000ftj1,,BRB,Barbados,Latin America and the Caribbean,Americas,Bridgetown (St. Michael Province),,"Slide (land, mud, snow, rock)",No,No,No,,7.4,Moment Magnitude,14.944,-61.274,,2007,11,29,2007,11,29,,1,,,1,,,,,,,68.04767383,"[{""adm2_code"":5832,""adm2_name"":""Administrative unit not available""}]",2008-08-01,2023-09-25
2007-0572-LCA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2007-000218|USGS:usp000ftj1,,LCA,Saint Lucia,Latin America and the Caribbean,Americas,"Cap Estate, Gros Islet areas (Region Number 1 province), Castries and Soufriere area (Region Number 6 province), Choc village (Region Number 8 province)",,,No,No,No,,7.4,Moment Magnitude,14.944,-61.274,,2007,11,29,2007,11,29,,,,,,,,,,,,68.04767383,"[{""adm2_code"":25291,""adm2_name"":""Administrative unit not available""},{""adm2_code"":25296,""adm2_name"":""Administrative unit not available""},{""adm2_code"":25298,""adm2_name"":""Administrative unit not available""}]",2014-02-19,2023-09-25
2007-0572-MTQ,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2007-000218|USGS:usp000ftj1,,MTQ,Martinique,Latin America and the Caribbean,Americas,Fort-De-France province,,,No,No,No,,7.4,Moment Magnitude,14.944,-61.274,,2007,11,29,2007,11,29,1,100,,,100,,,,,,,68.04767383,"[{""adm2_code"":61301,""adm2_name"":""Administrative unit not available""}]",2008-08-01,2023-09-25
2007-0587-CHL,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2007-000207|USGS:usp000fshy,,CHL,Chile,Latin America and the Caribbean,Americas,"Tocopilla, Maria Elena, Quillagua town (Topicalla Province, Antofagasta Region), Mejillones (Antofagasta Province, Antofagasta Region)",,,No,No,Yes,,7.7,Moment Magnitude,-22.247,-69.89,,2007,11,14,2007,11,14,2,155,25000,,25155,,,,,100000,146956,68.04767383,"[{""adm2_code"":12932,""adm2_name"":""Antofagasta""},{""adm2_code"":12934,""adm2_name"":""Tocopilla""}]",2008-08-01,2023-09-25
2007-0653-BRA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000fu34,,BRA,Brazil,Latin America and the Caribbean,Americas,"Itacarambi, Januaria, Manga, Varzelandia districts (Minas Gerais province)",,,No,No,No,,4.9,Moment Magnitude,-15.048,-44.231,,2007,12,9,2007,12,9,1,6,280,,286,,,,,,,68.04767383,"[{""adm2_code"":8235,""adm2_name"":""Itacarambi""},{""adm2_code"":8269,""adm2_name"":""Januaria""},{""adm2_code"":8323,""adm2_name"":""Manga""},{""adm2_code"":8708,""adm2_name"":""Varzelandia""}]",2014-03-27,2023-09-25
2007-0654-JPN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000f9rr,,JPN,Japan,Eastern Asia,Asia,"Mie, Nara, Siga provinces",,,No,No,No,,5.1,Moment Magnitude,34.807,136.239,,2007,4,15,2007,4,15,,12,189,,201,,,,,,,68.04767383,"[{""adm1_code"":1672,""adm1_name"":""Mie""},{""adm1_code"":1677,""adm1_name"":""Nara""},{""adm1_code"":1685,""adm1_name"":""Siga""}]",2008-01-06,2023-09-25
2007-0692-GBR,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000fase,,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe,"Folkestone town (Kent district, England province)",,,No,No,No,,4.6,Moment Magnitude,51.085,1.009,,2007,4,28,2007,4,28,,1,4500,,4501,,,30000,44087,60000,88173,68.04767383,"[{""adm2_code"":40117,""adm2_name"":""Kent""}]",2008-04-17,2023-09-25
2008-0001-KGZ,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2008-000002|USGS:usp000fvrz,,KGZ,Kyrgyzstan,Central Asia,Asia,"Kara-suu, Alay, Nookat districts (Osh province)",,,Yes,No,No,1668,5.6,Moment Magnitude,40.288,72.985,,2008,1,13,2008,1,13,,,3000,,3000,,,,,,,70.66008903,"[{""adm2_code"":18616,""adm2_name"":""Alay""},{""adm2_code"":18620,""adm2_name"":""Kara-Suu""},{""adm2_code"":18621,""adm2_name"":""Nookat""}]",2014-04-02,2023-09-25
2008-0040-COD,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2008-000017|USGS:usp000fy21,,COD,Democratic Republic of the Congo,Sub-Saharan Africa,Africa,Bukavu district (Sud-Kivu province),,,No,No,No,,5.9,Moment Magnitude,-2.296,28.9,,2008,2,3,2008,2,3,11,,17355,,17355,,,,,7000,9907,70.66008903,"[{""adm2_code"":74354,""adm2_name"":""Bukavu""}]",2008-07-31,2023-09-25
2008-0040-RWA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2008-000017|USGS:usp000fy21,,RWA,Rwanda,Sub-Saharan Africa,Africa,"Cyangugu, Nyamasheke villages (Rusizi district, West/Iburengerazuba province)",,,No,No,No,,5.9,Moment Magnitude,-2.296,28.9,,2008,2,3,2008,2,3,36,643,,,643,,,,,,,70.66008903,"[{""adm2_code"":22001,""adm2_name"":""Rusizi""}]",2014-02-19,2023-09-25
2008-0071-IDN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2008-000028|USGS:usp000fzau,,IDN,Indonesia,South-eastern Asia,Asia,Simeulue district (Nangroe Aceh Darussalam province),,,No,No,No,,7.4,Moment Magnitude,2.768,95.964,,2008,2,20,2008,2,20,3,25,,,25,,,,,,,70.66008903,"[{""adm2_code"":73850,""adm2_name"":""Simeulue""}]",2008-07-31,2023-09-25
2008-0099-USA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:nn00234425,,USA,United States of America,Northern America,Americas,"Wells city (Elko district, Nevada province)",,,No,No,No,,5.9,Moment Magnitude,41.1444,-114.8721,,2008,2,21,2008,2,21,,3,2100,,2103,,,,,,,70.66008903,"[{""adm2_code"":30428,""adm2_name"":""Elko""}]",2008-04-14,2023-09-25
2008-0178-IRN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000g57j,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,Borugerd district (Lorestan province),,,No,No,No,,4.5,Moment Magnitude,33.86,48.59,,2008,5,1,2008,5,1,,170,,,170,,,,,,,70.66008903,"[{""adm2_code"":40911,""adm2_name"":""Borugerd""}]",2008-06-11,2023-09-25
2008-0192-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2008-000062|USGS:usp000g650,,CHN,China,Eastern Asia,Asia,"Wenchuan Xian, Aba Xian areas (Ngawa Tibetan and Qiang district, Sichuan Sheng province), Chengdu Shi area (Chengdu district, Sichuan Sheng province), Deyang Shi, Mianzhu areas (Deyang district, Sichuan Sheng province), Beichuan Xian, Mianyang Shi areas (Mianyang district, Sichuan Sheng province), Gansu Sheng, Chongqing Shi, Guizhou Sheng, Hubei Sheng, Hunan Sheng, Henan Sheng, Shaanxi Sheng, Shanxi Sheng, Yunnan Sheng provinces",,"Slide (land, mud, snow, rock)",Yes,No,No,303663,7.9,Moment Magnitude,31.002,103.322,,2008,5,12,2008,5,12,87476,366596,45610000,,45976596,10000000,14152261,300000,424568,85000000,120294216,70.66008903,"[{""adm1_code"":900,""adm1_name"":""Chongqing Shi""},{""adm1_code"":902,""adm1_name"":""Gansu Sheng""},{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":909,""adm1_name"":""Henan Sheng""},{""adm1_code"":911,""adm1_name"":""Hubei Sheng""},{""adm1_code"":912,""adm1_name"":""Hunan Sheng""},{""adm1_code"":920,""adm1_name"":""Shaanxi Sheng""},{""adm1_code"":923,""adm1_name"":""Shanxi Sheng""},{""adm1_code"":929,""adm1_name"":""Yunnan Sheng""},{""adm2_code"":13255,""adm2_name"":""Chengdu""},{""adm2_code"":13259,""adm2_name"":""Deyang""},{""adm2_code"":13260,""adm2_name"":""Mianyang""},{""adm2_code"":13270,""adm2_name"":""Ngawa Tibetan and Qiang""}]",2014-03-11,2023-09-25
2008-0226-GRC,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000g8vs,,GRC,Greece,Southern Europe,Europe,"Achaïe (Achaias district, Dytiki Ellada province), Elide (Ileias district, Dytiki Ellada province), Leucade Isl. (Lefkados district, Ionioi Nisoi province)",,"Slide (land, mud, snow, rock)",No,No,No,,6.4,Moment Magnitude,37.963,21.525,,2008,6,8,2008,6,8,2,240,3468,,3708,,,,,,,70.66008903,"[{""adm2_code"":16681,""adm2_name"":""Achaias""},{""adm2_code"":16683,""adm2_name"":""Ileias""},{""adm2_code"":16690,""adm2_name"":""Lefkados""}]",2009-03-19,2023-09-25
2008-0242-JPN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2008-000087|USGS:usp000g9h6,,JPN,Japan,Eastern Asia,Asia,"Mizusawasi, Moriokasi districts (Iwate province), Tukidatetyoo, Hurukawasi, Sendaisi_Aobaku, Sendaisi_Daisiroku, Sendaisi_Izumiku, Sendaisi_Miyaginoku, Sendaisi_Wakabayasiku districts (Miyagi province), Akita province",,"Slide (land, mud, snow, rock)",No,No,No,,6.9,Moment Magnitude,39.03,140.881,,2008,6,13,2008,6,13,23,448,,,448,,,55000,77837,167000,236343,70.66008903,"[{""adm1_code"":1652,""adm1_name"":""Akita""},{""adm2_code"":34638,""adm2_name"":""Mizusawasi""},{""adm2_code"":34639,""adm2_name"":""Moriokasi""},{""adm2_code"":35135,""adm2_name"":""Hurukawasi""},{""adm2_code"":35176,""adm2_name"":""Sendaisi_Aobaku""},{""adm2_code"":35177,""adm2_name"":""Sendaisi_Daisiroku""},{""adm2_code"":35178,""adm2_name"":""Sendaisi_Izumiku""},{""adm2_code"":35179,""adm2_name"":""Sendaisi_Miyaginoku""},{""adm2_code"":35180,""adm2_name"":""Sendaisi_Wakabayasiku""},{""adm2_code"":35197,""adm2_name"":""Tukidatetyoo""}]",2014-02-24,2023-09-25
2008-0275-JPN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2008-000115|USGS:usp000gczp,,JPN,Japan,Eastern Asia,Asia,Hatinohesi district (Aomori province),,"Slide (land, mud, snow, rock)",No,No,No,,6.8,Moment Magnitude,39.802,141.464,,2008,7,23,2008,7,24,1,200,270,,470,,,,,110000,155675,70.66008903,"[{""adm2_code"":33543,""adm2_name"":""Hatinohesi""}]",2009-03-19,2023-09-25
2008-0325-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000gdw4,,CHN,China,Eastern Asia,Asia,"Qingchuan area (Guangyuan district, Sichuan Sheng province)",,,No,No,No,,6,Moment Magnitude,32.756,105.494,,2008,8,5,2008,8,5,4,29,,13500,13529,,,,,,,70.66008903,"[{""adm2_code"":13261,""adm2_name"":""Guangyuan""}]",2014-03-11,2023-09-25
2008-0355-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000gf5p,,CHN,China,Eastern Asia,Asia,"Yingjiang area (Dehong Dai and Jingpo district, Yunnan Sheng province)",,,No,No,No,,6,Moment Magnitude,25.039,97.697,,2008,8,21,2008,8,21,6,160,,,160,,,,,,,70.66008903,"[{""adm2_code"":13314,""adm2_name"":""Dehong Dai and Jingpo""}]",2008-09-11,2023-09-25
2008-0374-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2008-000149|USGS:usp000gg00,,CHN,China,Eastern Asia,Asia,"Huili area (Liangshan Yi district, Sichuan Sheng province), Miyi area (Panzhihua district, Sichuan Sheng province), Kunming, Chuxiong Yi, Zhaotong, Lijiang, Dali Bai districts (Yunnan Sheng province)",,,No,No,No,,6,Moment Magnitude,26.241,101.889,,2008,8,30,2008,8,30,40,589,950000,50000,1000589,,,,,492000,696291,70.66008903,"[{""adm2_code"":13257,""adm2_name"":""Panzhihua""},{""adm2_code"":13272,""adm2_name"":""Liangshan Yi""},{""adm2_code"":13303,""adm2_name"":""Kunming""},{""adm2_code"":13306,""adm2_name"":""Zhaotong""},{""adm2_code"":13307,""adm2_name"":""Chuxiong Yi""},{""adm2_code"":13312,""adm2_name"":""Dali Bai""},{""adm2_code"":13315,""adm2_name"":""Lijiang""}]",2009-03-19,2023-09-25
